method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
SMUTF,,TPC-DI__View-Unionable__prospect_both_0_30_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
SMUTF,,TPC-DI__Joinable__prospect_vertical_50_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_70_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_70_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Unionable__prospect_horizontal_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Unionable
SMUTF,,TPC-DI__Unionable__prospect_horizontal_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Unionable
SMUTF,,TPC-DI__Joinable__prospect_vertical_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_50_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__View-Unionable__prospect_both_0_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
SMUTF,,TPC-DI__Joinable__prospect_vertical_30_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_30_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,TPC-DI__Joinable__prospect_vertical_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__Unionable__prospect_horizontal_50_ec_av,prospect_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,19.18081378936768,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
SMUTF,,TPC-DI__View-Unionable__prospect_both_0_1_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__Unionable__prospect_horizontal_0_ac1_ev,prospect_horizontal_0_ac1_ev_source.csv,1.0,1.0,1.0,21.256351709365845,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoGPT,,ChEMBL__Joinable__assays_both_50_70_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
SMUTF,,OpenData__Unionable__miller2_horizontal_0_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Unionable
SMUTF,,OpenData__Unionable__miller2_horizontal_0_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_100_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ac1_av,miller2_horizontal_0_ac1_av_source.csv,1.0,1.0,1.0,13.490640640258787,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ac1_ev,miller2_horizontal_0_ac1_ev_source.csv,1.0,1.0,1.0,13.51266860961914,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_100_ac3_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ac3_av,miller2_horizontal_0_ac3_av_source.csv,1.0,1.0,1.0,13.310278415679932,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ac3_ev,miller2_horizontal_0_ac3_ev_source.csv,1.0,1.0,1.0,13.436450958251951,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MagnetoGPT,MagnetoGPT,ChEMBL__Unionable__assays_horizontal_100_ac3_ev,assays_horizontal_100_ac3_ev_source.csv,1.0,1.0,1.0,107.78597211837769,,/Users/nahawandkired/Desktop/si_si-results0101.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_100_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Cupid,Cupid,ChEMBL__Joinable__assays_both_50_50_ac1_ev,assays_both_50_50_ac1_ev_source.csv,1.0,1.0,1.0,24.1496376991272,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_100_ac3_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ec_av,miller2_horizontal_0_ec_av_source.csv,1.0,1.0,1.0,13.218573093414308,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_0_ec_ev,miller2_horizontal_0_ec_ev_source.csv,1.0,1.0,1.0,14.60425877571106,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_100_ac1_av,miller2_horizontal_100_ac1_av_source.csv,1.0,1.0,1.0,13.404958963394163,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_100_ac1_ev,miller2_horizontal_100_ac1_ev_source.csv,1.0,1.0,1.0,13.424968242645264,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_100_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
SMUTF,,ChEMBL__View-Unionable__assays_both_0_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_100_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_0_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
SMUTF,,ChEMBL__View-Unionable__assays_both_0_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_100_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
SMUTF,,ChEMBL__View-Unionable__assays_both_0_30_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_1_ac3_ev,TPC-DI__Joinable__prospect_vertical_1_ac3_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_1_ac4_ev,TPC-DI__Joinable__prospect_vertical_1_ac4_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_1_ac5_ev,TPC-DI__Joinable__prospect_vertical_1_ac5_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_1_ec_ev,TPC-DI__Joinable__prospect_vertical_1_ec_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,MagnetoFTGPT,ChEMBL__Unionable__assays_horizontal_50_ec_av,assays_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,15.8975989818573,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,Unionable
MagnetoFTGPT,MagnetoFTGPT,ChEMBL__Unionable__assays_horizontal_50_ac5_ev,assays_horizontal_50_ac5_ev_source.csv,1.0,1.0,1.0,119.25490021705627,,/Users/nahawandkired/Desktop/si_si-results0101.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_50_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,MagnetoFTGPT,ChEMBL__Unionable__assays_horizontal_50_ac3_av,assays_horizontal_50_ac3_av_source.csv,1.0,1.0,1.0,113.76773428916933,,/Users/nahawandkired/Desktop/si_si-results0101.csv,ChEMBL,Unionable
MagnetoFTGPT,MagnetoFTGPT,ChEMBL__Unionable__assays_horizontal_50_ac2_av,assays_horizontal_50_ac2_av_source.csv,1.0,1.0,1.0,15.33993673324585,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_50_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_50_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Unionable__assays_horizontal_100_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_0_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_100_ac3_av,miller2_horizontal_100_ac3_av_source.csv,1.0,1.0,1.0,13.040544033050535,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_100_ac3_ev,miller2_horizontal_100_ac3_ev_source.csv,1.0,1.0,1.0,13.214813947677612,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_100_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_100_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
COMA++,Coma++,TPC-DI__View-Unionable__prospect_both_0_30_ec_ev,prospect_both_0_30_ec_ev_source.csv,1.0,1.0,1.0,90.65425086021423,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA++,Coma++,TPC-DI__View-Unionable__prospect_both_0_30_ec_av,prospect_both_0_30_ec_av_source.csv,1.0,1.0,1.0,80.92625069618225,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
MagnetoFTGPT,,ChEMBL__Semantically-Joinable__assays_vertical_50_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
SMUTF,,ChEMBL__Unionable__assays_horizontal_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
ISResMat,ISResMat,ChEMBL__Joinable__assays_vertical_70_ac2_ev,assays_vertical_70_ac2_ev_source.csv,1.0,1.0,1.0,154.63686108589172,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Joinable
COMA++,Coma++,TPC-DI__View-Unionable__prospect_both_0_30_ac1_ev,prospect_both_0_30_ac1_ev_source.csv,1.0,1.0,1.0,79.19922804832458,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
MagnetoGPT,MagnetoGPT,ChEMBL__Unionable__assays_horizontal_50_ec_av,assays_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,15.54738736152649,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,Unionable
MagnetoGPT,,ChEMBL__Unionable__assays_horizontal_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ac1_av,miller2_horizontal_50_ac1_av_source.csv,1.0,1.0,1.0,13.690722942352297,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ac1_ev,miller2_horizontal_50_ac1_ev_source.csv,1.0,1.0,1.0,13.403923988342283,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MetaMatch,rf,OpenData__View -Unionable__miller2_both_0_1_ac1_av,OpenData__View -Unionable__miller2_both_0_1_ac1_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,View-Unionable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_50_ec_ev,OpenData__Unionable__miller2_horizontal_50_ec_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_50_ec_av,OpenData__Unionable__miller2_horizontal_50_ec_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
MagnetoFTGPT,,ChEMBL__Semantically-Joinable__assays_both_50_70_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFTGPT,,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
